"competition_name","gender","country","first_season","last_season","competition_urls","seasons","season_end_year","seasons_urls"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/70/Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/70/3266/2019-2020-Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/70/2432/2018-2019-Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/70/1647/2017-2018-Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/70/1542/2016-2017-Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/70/1483/2015-2016-Saudi-Professional-League-Stats"
"Saudi Professional League","M","KSA","2014-2015","2020-2021","https://fbref.com/en/comps/70/history/Pro-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/70/749/2014-2015-Saudi-Professional-League-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2020-2021","2021","https://fbref.com/en/comps/31/Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2019-2020","2020","https://fbref.com/en/comps/31/3267/2019-2020-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2018-2019","2019","https://fbref.com/en/comps/31/2252/2018-2019-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2017-2018","2018","https://fbref.com/en/comps/31/1642/2017-2018-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2016-2017","2017","https://fbref.com/en/comps/31/1537/2016-2017-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2015-2016","2016","https://fbref.com/en/comps/31/1478/2015-2016-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2014-2015","2015","https://fbref.com/en/comps/31/744/2014-2015-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2013-2014","2014","https://fbref.com/en/comps/31/680/2013-2014-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2012-2013","2013","https://fbref.com/en/comps/31/613/2012-2013-Liga-MX-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2011-2012","2012","https://fbref.com/en/comps/31/546/2011-2012-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2010-2011","2011","https://fbref.com/en/comps/31/479/2010-2011-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2009-2010","2010","https://fbref.com/en/comps/31/412/2009-2010-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2008-2009","2009","https://fbref.com/en/comps/31/347/2008-2009-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2007-2008","2008","https://fbref.com/en/comps/31/291/2007-2008-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2006-2007","2007","https://fbref.com/en/comps/31/238/2006-2007-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2005-2006","2006","https://fbref.com/en/comps/31/192/2005-2006-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2004-2005","2005","https://fbref.com/en/comps/31/154/2004-2005-Primera-Division-Stats"
"Liga MX","M","MEX","2003-2004","2020-2021","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2003-2004","2004","https://fbref.com/en/comps/31/120/2003-2004-Primera-Division-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2020-2021","2021","https://fbref.com/en/comps/23/Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2019-2020","2020","https://fbref.com/en/comps/23/3269/2019-2020-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2018-2019","2019","https://fbref.com/en/comps/23/2231/2018-2019-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2017-2018","2018","https://fbref.com/en/comps/23/1625/2017-2018-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2016-2017","2017","https://fbref.com/en/comps/23/1520/2016-2017-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2015-2016","2016","https://fbref.com/en/comps/23/1462/2015-2016-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2014-2015","2015","https://fbref.com/en/comps/23/728/2014-2015-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2013-2014","2014","https://fbref.com/en/comps/23/664/2013-2014-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2012-2013","2013","https://fbref.com/en/comps/23/597/2012-2013-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2011-2012","2012","https://fbref.com/en/comps/23/529/2011-2012-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2010-2011","2011","https://fbref.com/en/comps/23/462/2010-2011-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2009-2010","2010","https://fbref.com/en/comps/23/394/2009-2010-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2008-2009","2009","https://fbref.com/en/comps/23/333/2008-2009-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2007-2008","2008","https://fbref.com/en/comps/23/277/2007-2008-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2006-2007","2007","https://fbref.com/en/comps/23/224/2006-2007-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2005-2006","2006","https://fbref.com/en/comps/23/179/2005-2006-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2004-2005","2005","https://fbref.com/en/comps/23/142/2004-2005-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2003-2004","2004","https://fbref.com/en/comps/23/108/2003-2004-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2002-2003","2003","https://fbref.com/en/comps/23/80/2002-2003-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2001-2002","2002","https://fbref.com/en/comps/23/61/2001-2002-Dutch-Eredivisie-Stats"
"Dutch Eredivisie","M","NED","2000-2001","2020-2021","https://fbref.com/en/comps/23/history/Eredevisie-Seasons","2000-2001","2001","https://fbref.com/en/comps/23/46/2000-2001-Dutch-Eredivisie-Stats"
"Eredivisie Vrouwen","F","NED","2018-2019","2020-2021","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2020-2021","2021","https://fbref.com/en/comps/195/Eredivisie-Vrouwen-Stats"
"Eredivisie Vrouwen","F","NED","2018-2019","2020-2021","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2019-2020","2020","https://fbref.com/en/comps/195/3141/2019-2020-Eredivisie-Vrouwen-Stats"
"Eredivisie Vrouwen","F","NED","2018-2019","2020-2021","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2018-2019","2019","https://fbref.com/en/comps/195/3140/2018-2019-Eredivisie-Vrouwen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2020","2020","https://fbref.com/en/comps/28/Eliteserien-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2019","2019","https://fbref.com/en/comps/28/2897/2019-Eliteserien-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2018","2018","https://fbref.com/en/comps/28/1762/2018-Eliteserien-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2017","2017","https://fbref.com/en/comps/28/1561/2017-Eliteserien-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2016","2016","https://fbref.com/en/comps/28/1505/2016-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2015","2015","https://fbref.com/en/comps/28/1281/2015-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2014","2014","https://fbref.com/en/comps/28/710/2014-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2013","2013","https://fbref.com/en/comps/28/645/2013-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2012","2012","https://fbref.com/en/comps/28/579/2012-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2011","2011","https://fbref.com/en/comps/28/511/2011-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2010","2010","https://fbref.com/en/comps/28/443/2010-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2009","2009","https://fbref.com/en/comps/28/375/2009-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2008","2008","https://fbref.com/en/comps/28/317/2008-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2007","2007","https://fbref.com/en/comps/28/261/2007-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2006","2006","https://fbref.com/en/comps/28/212/2006-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2005","2005","https://fbref.com/en/comps/28/169/2005-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2004","2004","https://fbref.com/en/comps/28/134/2004-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2003","2003","https://fbref.com/en/comps/28/101/2003-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2002","2002","https://fbref.com/en/comps/28/76/2002-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2001","2001","https://fbref.com/en/comps/28/57/2001-Tippeligaen-Stats"
"Eliteserien","M","NOR","2000","2020","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2000","2000","https://fbref.com/en/comps/28/45/2000-Tippeligaen-Stats"
"Toppserien","F","NOR","2017","2020","https://fbref.com/en/comps/185/history/Toppserien-Seasons","2020","2020","https://fbref.com/en/comps/185/Toppserien-Stats"
"Toppserien","F","NOR","2017","2020","https://fbref.com/en/comps/185/history/Toppserien-Seasons","2019","2019","https://fbref.com/en/comps/185/3022/2019-Toppserien-Stats"
"Toppserien","F","NOR","2017","2020","https://fbref.com/en/comps/185/history/Toppserien-Seasons","2018","2018","https://fbref.com/en/comps/185/3020/2018-Toppserien-Stats"
"Toppserien","F","NOR","2017","2020","https://fbref.com/en/comps/185/history/Toppserien-Seasons","2017","2017","https://fbref.com/en/comps/185/3018/2017-Toppserien-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2020","2020","https://fbref.com/en/comps/61/Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2019","2019","https://fbref.com/en/comps/61/3932/2019-Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2018","2018","https://fbref.com/en/comps/61/1773/2018-Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2017","2017","https://fbref.com/en/comps/61/1577/2017-Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2016","2016","https://fbref.com/en/comps/61/1506/2016-Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2015","2015","https://fbref.com/en/comps/61/1282/2015-Primera-Division-Stats"
"Paraguayan Primera División","M","PAR","2014","2020","https://fbref.com/en/comps/61/history/Primera-Division-Seasons","2014","2014","https://fbref.com/en/comps/61/711/2014-Primera-Division-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2020","2020","https://fbref.com/en/comps/44/Liga-1-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2019","2019","https://fbref.com/en/comps/44/3928/2019-Liga-1-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2018","2018","https://fbref.com/en/comps/44/1767/2018-Torneo-Descentralizado-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2017","2017","https://fbref.com/en/comps/44/1568/2017-Torneo-Descentralizado-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2016","2016","https://fbref.com/en/comps/44/1507/2016-Torneo-Descentralizado-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2015","2015","https://fbref.com/en/comps/44/1290/2015-Torneo-Descentralizado-Stats"
"Liga 1 de Fútbol Profesional","M","PER","2014","2020","https://fbref.com/en/comps/44/history/Liga-1-Seasons","2014","2014","https://fbref.com/en/comps/44/712/2014-Torneo-Descentralizado-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2020-2021","2021","https://fbref.com/en/comps/36/Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2019-2020","2020","https://fbref.com/en/comps/36/3274/2019-2020-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2018-2019","2019","https://fbref.com/en/comps/36/2424/2018-2019-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2017-2018","2018","https://fbref.com/en/comps/36/1643/2017-2018-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2016-2017","2017","https://fbref.com/en/comps/36/1538/2016-2017-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2015-2016","2016","https://fbref.com/en/comps/36/1479/2015-2016-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2014-2015","2015","https://fbref.com/en/comps/36/745/2014-2015-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2013-2014","2014","https://fbref.com/en/comps/36/652/2013-2014-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2012-2013","2013","https://fbref.com/en/comps/36/614/2012-2013-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2011-2012","2012","https://fbref.com/en/comps/36/547/2011-2012-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2010-2011","2011","https://fbref.com/en/comps/36/480/2010-2011-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2009-2010","2010","https://fbref.com/en/comps/36/413/2009-2010-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2008-2009","2009","https://fbref.com/en/comps/36/348/2008-2009-Ekstraklasa-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2007-2008","2008","https://fbref.com/en/comps/36/292/2007-2008-I-Liga-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2006-2007","2007","https://fbref.com/en/comps/36/239/2006-2007-I-Liga-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2005-2006","2006","https://fbref.com/en/comps/36/193/2005-2006-I-Liga-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2004-2005","2005","https://fbref.com/en/comps/36/155/2004-2005-I-Liga-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2003-2004","2004","https://fbref.com/en/comps/36/121/2003-2004-I-Liga-Stats"
"Ekstraklasa","M","POL","2002-2003","2020-2021","https://fbref.com/en/comps/36/history/Ekstraklasa-Seasons","2002-2003","2003","https://fbref.com/en/comps/36/90/2002-2003-I-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2020-2021","2021","https://fbref.com/en/comps/32/Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2019-2020","2020","https://fbref.com/en/comps/32/3278/2019-2020-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2018-2019","2019","https://fbref.com/en/comps/32/2226/2018-2019-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2017-2018","2018","https://fbref.com/en/comps/32/1644/2017-2018-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2016-2017","2017","https://fbref.com/en/comps/32/1539/2016-2017-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2015-2016","2016","https://fbref.com/en/comps/32/1480/2015-2016-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2014-2015","2015","https://fbref.com/en/comps/32/746/2014-2015-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2013-2014","2014","https://fbref.com/en/comps/32/681/2013-2014-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2012-2013","2013","https://fbref.com/en/comps/32/615/2012-2013-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2011-2012","2012","https://fbref.com/en/comps/32/548/2011-2012-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2010-2011","2011","https://fbref.com/en/comps/32/481/2010-2011-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2009-2010","2010","https://fbref.com/en/comps/32/414/2009-2010-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2008-2009","2009","https://fbref.com/en/comps/32/349/2008-2009-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2007-2008","2008","https://fbref.com/en/comps/32/293/2007-2008-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2006-2007","2007","https://fbref.com/en/comps/32/240/2006-2007-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2005-2006","2006","https://fbref.com/en/comps/32/194/2005-2006-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2004-2005","2005","https://fbref.com/en/comps/32/156/2004-2005-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2003-2004","2004","https://fbref.com/en/comps/32/122/2003-2004-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2002-2003","2003","https://fbref.com/en/comps/32/91/2002-2003-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2001-2002","2002","https://fbref.com/en/comps/32/1299/2001-2002-Primeira-Liga-Stats"
"Primeira Liga","M","POR","2000-2001","2020-2021","https://fbref.com/en/comps/32/history/Primeira-Liga-Seasons","2000-2001","2001","https://fbref.com/en/comps/32/1300/2000-2001-Primeira-Liga-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2020-2021","2021","https://fbref.com/en/comps/47/Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2019-2020","2020","https://fbref.com/en/comps/47/3281/2019-2020-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2018-2019","2019","https://fbref.com/en/comps/47/2431/2018-2019-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2017-2018","2018","https://fbref.com/en/comps/47/1645/2017-2018-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2016-2017","2017","https://fbref.com/en/comps/47/1540/2016-2017-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2015-2016","2016","https://fbref.com/en/comps/47/1481/2015-2016-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2014-2015","2015","https://fbref.com/en/comps/47/747/2014-2015-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2013-2014","2014","https://fbref.com/en/comps/47/682/2013-2014-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2012-2013","2013","https://fbref.com/en/comps/47/616/2012-2013-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2011-2012","2012","https://fbref.com/en/comps/47/550/2011-2012-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2010-2011","2011","https://fbref.com/en/comps/47/483/2010-2011-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2009-2010","2010","https://fbref.com/en/comps/47/416/2009-2010-Liga-I-Stats"
"Liga I","M","ROU","2006-2007","2020-2021","https://fbref.com/en/comps/47/history/Liga-I-Seasons","2008-2009","2009","https://fbref.com/en/comps/47/350/2008-2009-Liga-I-Stats"
